subforum,thread_title,post_subject,post_counter,post_content,post_time,username,user_posts_per_day,user_total_posts,quoted_post,quoted_username,img_urls,embed_urls,other_urls
Travel and Leisure,"Baler, Aurora",,131,"NAME OF HOTEL (in baler only) 1. ALIYA SURF & DIVE RESORT Contact person: Roy Angara Contact number: 09202534814 Email add: [email protected] Facebook: aliya surf camp 2. AMIHAN APLAYA LODGE 103 Bgy Sabang Baler, Aurora Contact person: Lina Ferreras Contact #: 0918-693-5904 / 0918-426-3268 0918-632-8566 3. AMCO BEACH RESORT Bgy. Sabang Baler, Aurora Contact person: Adelaida Miemban Contact #: 0920-9190590/0918 2383977 9094068278 4. BAHIA DE BALER II Brgy. Sabang, baler, Aurora Contact person: Camille Pedreno Contact Number: 09167701980 ; 09286875424 e-mail : [email protected] 5. BAHIA DE BALER GARDEN RESORT & RESTAURANT I Bgy. Sabang Baler, Aurora Contact person: Meryl Kate Almarez Contact #: 09215765655 6. BAY'S INN Bgy. Sabang Baler, Aurora Contact Person: Rhoda / Weng Contact#: 09089823509 / 091892666697 email [email protected] FB: [email protected] 7. CARLITO'S INN P. T. Ong St., Brgy. Suklayin, Baler, Aurora Contact Person: Aida Viron Contact # 09088720816 8. CLEMENTE'S RESORT Sitio Virrey, Bgy.Pingit Baler, Aurora Contact person: Didith Clemente/ My-my Tolecina Contact #: 09085582470 9. ISLA VIRGINIA RESORT Brgy. Sabang, Baler, Aurora Contact person: Vida Lungalong Contact number:09207550467 Manila Line: (02) 994-7157 Email Add: [email protected] 10. KAHEA'S LODGE Bgy. Sabang Baler, Aurora Contact Person: Edwin Namoro Contact #: 0920-710-2634 11. LITTLE GIRL'S SURFER LODGE Buton St., Brgy, Sabang, Baler, Aurora Contact Person: Chona Cope Contact #: 09273955689 12. MM LODGE Bgy. Sabang Baler, Aurora Contact person: Engr. Andres Marmol Contact #: 0919-537-9405 13. MORENO LODGE & RESTAURANT Near New Public Market Bgy. Suklayin Baler, Aurora Contact Person: Myrna Moreno Contact #: 0918 4514124/0928 5059354 e-mail : [email protected] 14. NOEL CARL'S GARDEN AND RESORT Bgy. Suklayin Baler, Aurora Contact person: Rasy Amatorio Contact #: 0918-539-3870 15. OASIS OF BALER RESORT Bgy. Sabang Baler, Aurora Contact Person: Robin Licad / Marvin Licad Contact #: 09085673537 / 09283222894 16. SANCHEZ RESORT Munting Gasang, Cemento, Baler Contact Person: Malou Sanchez Contact #: 0920-812-9998 17. SEA BREEZE LODGE Bgy. Sabang Baler, Aurora Contact Person: Liwliwa Sanchez Contact Number: 09099817955/09212896843 9309522631 18. XTJR TRAVELLER'S INN Near Old Public Market Bgy Buhangin Baler, Aurora Contact Person: Belen Velasco Contact#: 0919-879-7447 19. Pacific Waves Sabang Beach, Baler, Aurora Contact person: Rosita Rivera Contact number: 0917-8950-276 20. Azbahaen Leisure Farm and Resort Tabing Ilog, Brgy. Reserva, Baler, Aurora Contact Person: Shine Necesito Contact Number: 0912-208-3588 source: provincial tourism of aurora (via email)",3-May-11,granslime_28,0.99,"2,736","fully booked ang Bay's Inn sa dates na gusto ko sana, ano ang alternative? namamahalan ako sa Bahia eh.",purpleheadd07,,,"/cdn-cgi/l/email-protection#e28b9083818d8ca29b838a8d8dcc818d8f,/cdn-cgi/l/email-protection#482b29252124242d082a292021292c2d2a29242d3a662b2725,/cdn-cgi/l/email-protection,/cdn-cgi/l/email-protection#ff9d9e868c969191a09d9e939a8dbf869e979090d19c9092,/cdn-cgi/l/email-protection#e29083818a878e8e87948b868390879b8791a29b838a8d8dcc818d8f,/cdn-cgi/l/email-protection#3b5654495e55541557545f5c5e7b425a53545415585456"
Travel and Leisure,"Baler, Aurora",,132,"sir, update po ako ng baler trip nyo ha,itin and yung sa surfing (yung pinaka mura na surf rate..hehehe)saka sa tours...interested talaga ako dito sa baler, wala pa nga lang time...thanks... (abangan ko blog mo bout baler...heheh)",3-May-11,mozilla,0.37,"1,185","me and my officemates will be here on this weekend on budget diy basis ... sa mga PExers this weekend, see you there",granslime_28,,,
Travel and Leisure,"Baler, Aurora",,133,"^^ uy many thanks mozilla, may nag-aabang na pala, hehehe !! ok bigyan kita ng brief researched ko regarding sa tanong mo ... sa sabang beach, baler standard price na nila ang php350 including board rental at trainor for 1 hour... may na-quote ako na php300 lang sa little girls lodge na php300 problem is palaging puno especially this summer .... applicable to from beginner up to hardcore .... there it is btw, mas mura ito kesa sa php400 ng san juan beach, la union ... actually mag-iinvite sana ko dito dahil ako naman ang nag-organize plus the fact na over 50% ng kasama ko now ay di ko pa nami-meet. problema nung nalaman nila magkano lang ang budget nag-aya pa ng mga lalong di ko pa kilala. ayun, jampack na.",3-May-11,granslime_28,0.99,"2,736",,,,,
Travel and Leisure,"Baler, Aurora",,134,"mag prisinta sana ako sumama eh kaso naman baka ekslusibo lang sa group of friends mo...nahiya naman pati ako...hehehe! magkano budget nyo para jan? lam ko naman na pag sinabi mong budget eh budget talaga, for budget travellers talaga...hahhaa! lam mo naman tayong mga taga PEX budget traveller...",3-May-11,mozilla,0.37,"1,185","^^ uy many thanks mozilla, may nag-aabang na pala, hehehe !! ok bigyan kita ng brief researched ko regarding sa tanong mo ... sa sabang beach, baler standard price na nila ang php350 including board rental at trainor for 1 hour... may na-quote ako na php300 lang sa little girls lodge na php300 problem is palaging puno especially this summer .... applicable to from beginner up to hardcore .... there it is btw, mas mura ito kesa sa php400 ng san juan beach, la union ... actually mag-iinvite sana ko dito dahil ako naman ang nag-organize plus the fact na over 50% ng kasama ko now ay di ko pa nami-meet. problema nung nalaman nila magkano lang ang budget nag-aya pa ng mga lalong di ko pa kilala. ayun, jampack na.",granslime_28,,,
Travel and Leisure,"Baler, Aurora",,135,"^^ kung may maamoy kong may magba-back-out, i am honored to invite you or anyone here in pex that is why im publicly posting my plans ..... kaso actually sabit lang din ako dito, ako na lang ang umeksena sa organizing para siguradong well-budgeted at best tourists spots all-visited .... ok here is my initial plan .... my former plan is diy genesis bus ... since may na-scout na naman akong mura na van na round trip back to manila, including toll fee, gas, 2D/1N accomodation, 1hr surfing, all-meals, all-spots tour in baler (sat) and san luis (sun) = php 2,500 max. .. details of the itinerary will be posted in my blog after the event ....",3-May-11,granslime_28,0.99,"2,736",,,,,
Travel and Leisure,"Baler, Aurora",,136,"naku sir, wag na po..ok lang, saka biglaan din naman...hehehe! mag DIY na lang din ako, tularin ko yung sa inyo...plan ko sana eh puntahan yung sa Dicalasalarin cove, kaso no idea how to get there saka yung gastos...anyway, i'll just wait for your blog, saka yung posts mo...salamat po...",3-May-11,mozilla,0.37,"1,185","^^ kung may maamoy kong may magba-back-out, i am honored to invite you or anyone here in pex that is why im publicly posting my plans ..... kaso actually sabit lang din ako dito, ako na lang ang umeksena sa organizing para siguradong well-budgeted at best tourists spots all-visited .... ok here is my initial plan .... my former plan is diy genesis bus ... since may na-scout na naman akong mura na van na round trip back to manila, including toll fee, gas, 2D/1N accomodation, 1hr surfing, all-meals, all-spots tour in baler (sat) and san luis (sun) = php 2,500 max. .. details of the itinerary will be posted in my blog after the event ....",granslime_28,,,
Travel and Leisure,"Baler, Aurora",,137,"salamat, granslime_28, pero gusto ko sana yung may nakapag stay na or at least recommended naman talaga hehe. anyway, ni resked ko ang trip ng May 17-20 para naman mas may bakante. I'll call up Bay's Inn again pati na din ang Trezzo, di sila sumasagot sa text, kailangan ata tawagan pa. sa multiply at fb sites nila gusto nila phone call din, magastos.",3-May-11,purpleheadd07,11.31,"52,370",,,,,
Travel and Leisure,"Baler, Aurora",,138,"yung Trezzo Inn po yata mura din, kaso di ko pa natry tawagan, pati yung sa kahea lodge...mura din,kaso dont have any idea how much, hindi nasabi nung friend ko kung magkano rates nung ng stay sila dun...ok naman daw...",3-May-11,mozilla,0.37,"1,185",,,,,
Travel and Leisure,"Baler, Aurora",,139,"just went here last april 29-30 nakita ko nga si MINUJ , and nagsurf kami for an hour on my second day normally, pag nagsurf ka and yung resort mo is nagpaparent ng board w/ instructor, they'll give it to you for 300php per hour @granslime_28 next week na kayo punta? weeee. San kayo magstay? Babalik din ako dito ulit, mid May. Sa Aliya naman ako magstay, since kilala ko may ari nung resort. Nung una kasi sa Bahia ako nagstay kasi ayoko magpakita sa friend ko sa Aliya eh anyway, mukhang mas mapapadalas ako dito. I so love the waves! Very consistent, unlike sa LU. weeee. at ang ganda ng place, malinis, accomodating mga tao, and in a way may night life di, such as acoustic bands",4-May-11,crazyKRIS,0.1,278,,,http://http://img269.imageshack.us/i/21540519304938559271049.jpg/,,
Travel and Leisure,"Baler, Aurora",,140,"my pleasure, miss purps my answer po sa pacific wave lodge po kami mag-sstay. beachfront tsaka sa kanila ko na din kinuha yung aurora tour namin (baler + san luis) and surfing. will share the actual itin after the event.",4-May-11,granslime_28,0.99,"2,736","salamat, granslime_28, pero gusto ko sana yung may nakapag stay na or at least recommended naman talaga hehe. anyway, ni resked ko ang trip ng May 17-20 para naman mas may bakante. I'll call up Bay's Inn again pati na din ang Trezzo, di sila sumasagot sa text, kailangan ata tawagan pa. sa multiply at fb sites nila gusto nila phone call din, magastos.,<sep>,just went here last april 29-30 @granslime_28 next week na kayo punta? weeee. San kayo magstay?,<sep>,me and my officemates will be here on this weekend on budget diy basis ... sa mga PExers this weekend, see you there","purpleheadd07,crazyKRIS,granslime_28",,,
Travel and Leisure,"Baler, Aurora",,141,"@crazykris, ng tour ka rin ba sa baler? magkano tour mo? did you rent a trike? thanks...",4-May-11,mozilla,0.37,"1,185","just went here last april 29-30 nakita ko nga si MINUJ , and nagsurf kami for an hour on my second day normally, pag nagsurf ka and yung resort mo is nagpaparent ng board w/ instructor, they'll give it to you for 300php per hour @granslime_28 next week na kayo punta? weeee. San kayo magstay? Babalik din ako dito ulit, mid May. Sa Aliya naman ako magstay, since kilala ko may ari nung resort. Nung una kasi sa Bahia ako nagstay kasi ayoko magpakita sa friend ko sa Aliya eh anyway, mukhang mas mapapadalas ako dito. I so love the waves! Very consistent, unlike sa LU. weeee. at ang ganda ng place, malinis, accomodating mga tao, and in a way may night life di, such as acoustic bands http://http://img269.imageshack.us/i...559271049.jpg/",crazyKRIS,,,
Travel and Leisure,"Baler, Aurora",,142,"yep nagtour ako trike is 300 php for the whole tour very accomodating mga driver dun, if you're unsure of where to go, they can suggest places. pero a little research won't hurt para may idea ka kung ano yung pupuntahan mo",4-May-11,crazyKRIS,0.1,278,"@crazykris, ng tour ka rin ba sa baler? magkano tour mo? did you rent a trike? thanks...",mozilla,,,
Travel and Leisure,"Baler, Aurora",,143,"mahal pala ang aliya 's tig 1500, anyway nakapagpa reserve na kami sa bay's inn for may 18-20, 1050 ang room. kailangan nga lang mag deposit, sana may oras pa ako mag landbank... mura sa trezzo pero fan rooms lang pala. may iba pa bang alternative kaya, less than 1k lang sana? salamat!",4-May-11,purpleheadd07,11.31,"52,370",,,,,
Travel and Leisure,"Baler, Aurora",,144,"parang masarap mag baler kaso hindi naman ako marunong lumangoy,, haha asa pa ako mag surf hahah",4-May-11,queEn_iRish,0.15,515,,,,,
Travel and Leisure,"Baler, Aurora",,145,"alam ko meron pa dun, kaya lang idk if may available pa ive read somewhere na meron dun as low as 500php i'll try to search for the blog i've read and post it here, it might help di naman kelangan expert sa paglangoy girl go na sa Baler, di ka magsisisi (nag advertise ba daw)",4-May-11,crazyKRIS,0.1,278,"mahal pala ang aliya 's tig 1500, anyway nakapagpa reserve na kami sa bay's inn for may 18-20, 1050 ang room. kailangan nga lang mag deposit, sana may oras pa ako mag landbank... mura sa trezzo pero fan rooms lang pala. may iba pa bang alternative kaya, less than 1k lang sana? salamat!,<sep>,parang masarap mag baler kaso hindi naman ako marunong lumangoy,, haha asa pa ako mag surf hahah","purpleheadd07,queEn_iRish",,,
Travel and Leisure,"Baler, Aurora",,146,ok po...thanks for the info,5-May-11,mozilla,0.37,"1,185","yep nagtour ako trike is 300 php for the whole tour very accomodating mga driver dun, if you're unsure of where to go, they can suggest places. pero a little research won't hurt para may idea ka kung ano yung pupuntahan mo",crazyKRIS,,,
Travel and Leisure,"Baler, Aurora",,147,may nakapag island hopping ba dito? magkano usually ang boat rental? i'll be there next week May 18-20.,12-May-11,purpleheadd07,11.31,"52,370",,,,,
Travel and Leisure,"Baler, Aurora",,148,"super successful yung self-organized diy budget trip ko with my coworkers last week (may7-8), kahit may signal no.1 sa mla, dun super ok p ang weather kahit nung pauwi kami sunday night ... beachfront yung place namin, i budgeted php2500 for 9 pax each lahat (2D/1N accommodation, aircon van roundtrip from/to mla, lunch/dinner, breakfast/lunch, 1-hr surfing at 2 day tours (baler & aurora) ... must visit here is ditumabo falls (san luis), discalarin bay (san luis) at balete tree (ma. aurora)... for me, ideal ang baler for surfing, super awesome ng waves ^_^ nakapanood pa ko ng 1st aurora beachbody competition, hehehe !! blog will be posted next week na lang, may getaway kasi ulit this weekend eh, hehehe !!",12-May-11,granslime_28,0.99,"2,736",,,,,
Travel and Leisure,"Baler, Aurora",,149,i love baler. cunayan falls the best ang tubig..ang lamiggg..,13-May-11,mikisworld,0.01,20,,,,,
Travel and Leisure,"Baler, Aurora",,150,"Going there with some friends from May 28th to 30th too Yung trike tour ba how many passengers pwede? Pwede ba 3, kahit sa likod na lang yung 1?",15-May-11,purplinked,0.01,53,,,,,
Travel and Leisure,"Baler, Aurora",here it is ...,151,"http://theviewingdeck.blogspot.com nature waving aurora province a 2011 4th summer get-away specials may 7-8, 2011 DAY ONE: BALER CAPITAL TOUR DAY TWO: AURORA PROVINCE TOUR",16-May-11,granslime_28,0.99,"2,736",,,"http://www.imgsrc.com/imgbank/img6975.jpg,http://www.imgsrc.com/imgbank/img711ihi.jpg",,"http://theviewingdeck.blogspot.com,http://theviewingdeck.blogspot.com/2011/05/nature-waving-aurora-province-1st-part.html,http://theviewingdeck.blogspot.com/2011/05/nature-waving-aurora-province-1st-part.html,http://theviewingdeck.blogspot.com/2011/05/nature-waving-aurora-province-last-part.html"
Travel and Leisure,"Baler, Aurora",,152,"^^ mr. kobe, isa sa mga respetadong budget traveler ng pex, hehehe !! kindly read and download yung blog and itinerary po dun including yung updated list of lodges/inns ng entire aurora province ... di po biro ang stress ng pag-oorganize ng ganito ka-budget especially mostly ng kasama 1st time mo pa lang mami-meet, hehehe !! many thanks for the interest kobe",16-May-11,granslime_28,0.99,"2,736",,,,,
Travel and Leisure,"Baler, Aurora",,153,uy im planning too on last weekend of the month,16-May-11,adventurousfeet,0.03,75,thanks...ang daming list of hotels parang ang hirap mamili...haaaayyyy,kobe20,,,
